frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
1750,4807,37,395,55,405,False,46.0,400.0,0.707106781186548
1750,7425,59,74,70,89,False,64.5,81.5,0.5
1750,9809,603,219,615,234,False,609.0,226.5,0.5
1750,10208,70,196,88,208,False,79.0,202.0,0.5
1750,11033,549,160,563,185,False,556.0,172.5,2.69258240356725
1750,11122,517,156,532,173,False,524.5,164.5,1.5
1750,11434,280,169,298,185,False,289.0,177.0,3.21288858524918
1750,11669,180,60,202,69,False,191.0,64.5,2.0
1750,11789,603,212,618,235,False,610.5,223.5,1.11803398874989
1750,11806,473,94,493,106,False,483.0,100.0,1.0
1750,11827,36,396,56,405,False,46.0,400.5,0.0
1750,11848,536,311,549,325,False,542.5,318.0,0.0
1750,11964,444,445,455,464,False,449.5,454.5,0.5
1750,12037,167,150,185,159,False,176.0,154.5,0.707106781186548
1750,12129,561,338,579,351,False,570.0,344.5,2.69258240356725
1750,12241,379,381,401,402,False,390.0,391.5,1.36439372907306
1750,12385,174,235,199,247,False,186.5,241.0,1.99648926562481
1750,12509,518,171,540,181,False,529.0,176.0,1.4142135623731
1750,12561,220,271,248,282,False,234.0,276.5,1.0
1750,12562,396,257,425,273,False,410.5,265.0,1.58113883008419
1750,12642,207,235,222,262,False,214.5,248.5,3.0
1750,12664,177,237,193,246,False,185.0,241.5,1.11803398874989
1750,12722,209,32,222,57,False,215.5,44.5,3.16227766016838
1750,12777,228,273,242,282,False,235.0,277.5,3.64005494464026
1750,12821,524,428,536,438,False,530.0,433.0,1.61245154965971
1750,12868,473,97,493,106,False,483.0,101.5,0.0
1750,12902,179,120,202,133,False,190.5,126.5,3.16227766016838
1750,12916,447,444,463,460,False,455.0,452.0,1.0
1750,12931,156,381,182,400,False,169.0,390.5,1.11803398874989
1750,12937,85,36,113,51,False,99.0,43.5,0.0
1750,12948,187,118,202,137,False,194.5,127.5,1.44471151377176
1750,12964,21,402,39,416,False,30.0,409.0,1.80277563773199
1750,13065,391,396,373,385,False,382.0,390.5,1.10739846529907
1750,13067,156,311,175,328,False,165.5,319.5,5.3851648071345
1750,13084,593,123,606,145,False,599.5,134.0,3.16227766016838
1750,13099,346,351,358,376,False,352.0,363.5,2.79508497187474
1750,13109,556,338,575,356,False,565.5,347.0,1.4142135623731
1750,13110,408,255,425,274,False,416.5,264.5,4.24264068711928
1750,13111,388,413,398,439,False,393.0,426.0,5.02493781056044
1750,13132,534,271,546,294,False,540.0,282.5,3.35410196624968
1750,13139,444,110,465,134,False,454.5,122.0,2.0
1750,13157,89,34,111,48,False,100.0,41.0,0.5
1750,13206,472,397,497,410,False,484.5,403.5,4.74341649025257
1750,13231,153,308,170,324,False,161.5,316.0,3.16227766016838
1750,13247,317,324,338,344,False,327.5,334.0,3.74303761382549
1750,13357,406,252,418,273,False,412.0,262.5,6.19679570490348
1750,13366,0,218,9,242,False,4.5,230.0,2.06155281280883
1750,13380,163,47,181,56,False,172.0,51.5,2.06155281280883
1750,13388,378,248,400,262,False,389.0,255.0,2.69258240356725
1750,13410,449,460,429,448,False,439.0,454.0,3.96383881364891
1750,13412,467,91,489,107,False,478.0,99.0,1.0
1750,13432,491,63,503,75,False,497.0,69.0,0.0
1750,13438,290,169,313,179,False,301.5,174.0,3.64005494464026
1750,13444,0,226,6,241,False,3.0,233.5,2.5
1750,13450,451,189,483,201,False,467.0,195.0,2.91547594742265
1750,13453,383,317,416,332,False,399.5,324.5,4.74341649025257
1750,13470,377,247,395,264,False,386.0,255.5,5.65685424949238
1750,13471,471,141,454,111,False,462.5,126.0,1.5
1750,13490,105,344,121,354,False,113.0,349.0,4.5
1750,13521,278,169,302,182,False,290.0,175.5,3.04138126514911
1750,13522,356,174,366,193,False,361.0,183.5,6.72681202353685
1750,13524,425,120,434,145,False,429.5,132.5,5.5
1750,13529,407,304,437,317,False,422.0,310.5,5.22015325445528
1750,13533,308,325,331,334,False,319.5,329.5,11.5108644332213
1750,13535,260,176,270,199,False,265.0,187.5,4.12310562561766
1750,13538,327,164,339,186,False,333.0,175.0,7.43303437365925
1750,13540,360,139,384,149,False,372.0,144.0,6.08276253029822
