frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
119,19,351,248,374,257,False,362.5,252.5,2.69258240356725
119,20,540,317,553,327,False,546.5,322.0,0.0
119,27,569,175,586,198,False,577.5,186.5,1.80277563773199
119,28,224,150,236,167,False,230.0,158.5,2.0
119,42,605,220,618,234,False,611.5,227.0,0.5
119,51,70,198,86,210,False,78.0,204.0,0.0
119,55,429,217,448,240,False,438.5,228.5,2.12132034355964
119,63,205,76,227,90,False,216.0,83.0,3.04138126514911
119,71,598,101,608,124,False,603.0,112.5,0.637377439199098
119,73,398,135,415,143,False,406.5,139.0,1.5970999993452
119,74,58,74,68,87,False,63.0,80.5,0.25
119,77,326,144,347,156,False,336.5,150.0,3.37474278855276
119,106,542,268,552,293,False,547.0,280.5,0.0
119,160,135,247,157,258,False,146.0,252.5,2.69258240356725
119,197,41,136,67,148,False,54.0,142.0,3.64005494464026
119,200,350,258,365,269,False,357.5,263.5,2.0
119,205,37,397,55,406,False,46.0,401.5,0.707106781186548
119,250,289,389,314,403,False,301.5,396.0,0.707106781186548
119,275,438,284,464,295,False,451.0,289.5,2.61290201585219
119,288,501,288,516,298,False,508.5,293.0,1.11803398874989
119,328,189,144,207,156,False,198.0,150.0,4.66154480832267
119,344,426,115,443,137,False,434.5,126.0,0.5
119,395,246,298,266,316,False,256.0,307.0,2.12132034355964
119,419,399,150,421,161,False,410.0,155.5,3.60555127546399
119,427,186,143,205,155,False,195.5,149.0,1.0
119,504,54,136,71,152,False,62.5,144.0,1.55567955854954
119,509,410,303,427,319,False,418.5,311.0,2.28683008479745
119,547,225,158,246,168,False,235.5,163.0,0.682082609652623
119,597,405,308,420,323,False,412.5,315.5,4.60977222864644
119,663,527,119,536,133,False,531.5,126.0,0.5
119,670,133,145,153,169,False,143.0,157.0,8.60232526704263
119,672,541,314,553,327,False,547.0,320.5,0.25
119,686,357,251,370,270,False,363.5,260.5,3.35410196624968
119,703,289,392,309,403,False,299.0,397.5,2.54950975679639
119,705,430,212,443,235,False,436.5,223.5,2.06155281280883
119,736,449,281,479,293,False,464.0,287.0,1.11803398874989
119,769,585,238,614,250,False,599.5,244.0,0.0
119,790,320,317,351,329,False,335.5,323.0,1.11803398874989
119,798,507,406,524,427,False,515.5,416.5,7.63216876123687
119,836,234,184,257,205,False,245.5,194.5,6.02079728939615
119,853,291,128,310,137,False,300.5,132.5,4.12310562561766
119,919,311,149,337,157,False,324.0,153.0,2.57099202643649
119,928,195,138,218,147,False,206.5,142.5,3.0
119,969,427,181,440,208,False,433.5,194.5,6.32455532033676
119,1040,530,358,544,366,False,537.0,362.0,3.60555127546399
119,1050,14,161,24,179,False,19.0,170.0,0.0
119,1051,526,110,533,128,False,529.5,119.0,1.28083275425744
119,1059,397,221,424,236,False,410.5,228.5,4.27200187265877
119,1066,136,241,146,258,False,141.0,249.5,3.65528536657688
119,1068,414,407,439,421,False,426.5,414.0,6.04152298679729
119,1070,589,232,598,257,False,593.5,244.5,0.5
119,1078,328,312,355,331,False,341.5,321.5,4.03112887414927
119,1110,494,135,512,154,False,503.0,144.5,2.06155281280883
119,1114,412,301,420,324,False,416.0,312.5,8.63133825081603
119,1115,569,332,581,352,False,575.0,342.0,5.1478150704935
119,1120,501,289,516,309,False,508.5,299.0,1.80277563773199
119,1121,225,271,250,280,False,237.5,275.5,5.0
119,1123,250,243,270,254,False,260.0,248.5,2.91547594742265
119,1124,423,367,444,392,False,433.5,379.5,4.03112887414927
119,1126,417,140,425,164,False,421.0,152.0,1.11803398874989
119,1131,346,209,356,231,False,351.0,220.0,3.16227766016838
119,1133,265,371,306,384,False,285.5,377.5,7.28010988928052
119,1134,182,141,199,155,False,190.5,148.0,1.11803398874989
119,1140,506,34,531,44,False,518.5,39.0,1.58113883008419
119,1144,212,83,219,101,False,215.5,92.0,1.11803398874989
119,1145,505,374,514,393,False,509.5,383.5,2.23606797749979
119,1153,322,231,333,251,False,327.5,241.0,1.84560288252918
119,1161,207,180,218,204,False,212.5,192.0,6.67083203206317
119,1163,308,158,333,166,False,320.5,162.0,4.03112887414927
119,1167,207,363,223,384,False,215.0,373.5,4.94974746830583
119,1174,528,410,543,433,False,535.5,421.5,0.5
119,1185,530,351,542,371,False,536.0,361.0,1.0
119,1186,258,348,266,370,False,262.0,359.0,8.24621125123532
