frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
656,160,416,389,431,402,False,423.5,395.5,2.91547594742265
656,2934,0,272,14,290,False,7.0,281.0,5.40832691319598
656,3580,335,286,363,300,False,349.0,293.0,2.69258240356725
656,3953,57,63,84,75,False,70.5,69.0,2.06155281280883
656,4130,55,261,77,272,False,66.0,266.5,1.58113883008419
656,4281,90,287,100,310,False,95.0,298.5,0.529642579484263
656,4286,348,246,371,260,False,359.5,253.0,0.0
656,4289,54,120,68,139,False,61.0,129.5,5.31507290636732
656,4359,92,269,104,293,False,98.0,281.0,3.60555127546399
656,4451,323,357,342,374,False,332.5,365.5,2.23606797749979
656,4554,399,171,422,183,False,410.5,177.0,2.54950975679639
656,4651,513,211,527,226,False,520.0,218.5,3.20156211871642
656,4702,391,303,409,326,False,400.0,314.5,7.63216876123687
656,4774,411,435,436,454,False,423.5,444.5,7.63216876123687
656,4779,410,435,433,456,False,421.5,445.5,11.5027170703273
656,4817,397,309,409,332,False,403.0,320.5,0.5
656,4870,71,294,82,316,False,76.5,305.0,0.290693224930352
656,4882,70,301,89,321,False,79.5,311.0,0.707106781186548
656,4901,384,184,400,204,False,392.0,194.0,8.20060973342836
656,4923,102,127,126,139,False,114.0,133.0,2.0
656,4950,271,218,283,248,False,277.0,233.0,5.54102801409553
656,4988,453,85,463,106,False,458.0,95.5,1.0
656,5053,283,110,301,117,False,292.0,113.5,2.97636309023243
656,5105,6,140,17,169,False,11.5,154.5,7.5
656,5137,195,25,204,43,False,199.5,34.0,0.5
656,5228,401,168,428,180,False,414.5,174.0,4.03112887414927
656,5255,517,196,531,230,False,524.0,213.0,8.55862138431185
656,5267,449,467,468,477,False,458.5,472.0,2.5
656,5279,359,180,369,202,False,364.0,191.0,7.61577310586391
656,5305,476,70,494,80,False,485.0,75.0,1.58113883008419
656,5314,250,204,271,215,False,260.5,209.5,10.0124921972504
656,5320,106,124,116,138,False,111.0,131.0,3.35410196624968
656,5323,471,35,491,44,False,481.0,39.5,3.60555127546399
656,5333,139,96,149,122,False,144.0,109.0,3.16227766016838
656,5339,395,243,422,253,False,408.5,248.0,12.5896783120142
656,5346,338,274,348,301,False,343.0,287.5,7.76208734813001
656,5349,306,323,331,333,False,318.5,328.0,2.06155281280883
