frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
2653,17998,424,260,449,274,False,436.5,267.0,0.5
2653,19816,496,47,512,64,False,504.0,55.5,3.62521395228868
2653,21201,259,290,270,314,False,264.5,302.0,6.23224120600503
2653,21436,50,56,63,76,False,56.5,66.0,0.0
2653,22476,202,232,217,263,False,209.5,247.5,2.82931087015902
2653,22478,316,352,343,369,False,329.5,360.5,3.37636057145724
2653,22862,226,262,246,281,False,236.0,271.5,8.20060973342836
2653,22927,136,122,153,146,False,144.5,134.0,1.98697145313051
2653,22934,394,266,418,283,False,406.0,274.5,2.60504632388444
2653,22987,288,366,307,378,False,297.5,372.0,4.93425635867744
2653,23088,354,183,368,210,False,361.0,196.5,13.5369863706809
2653,23130,133,112,145,138,False,139.0,125.0,6.32455532033676
2653,23140,154,232,165,257,False,159.5,244.5,5.26057136736221
2653,23161,502,397,507,406,False,504.5,401.5,3.14006369362152
2653,23172,487,24,500,47,False,493.5,35.5,1.4142135623731
2653,23198,328,163,338,189,False,333.0,176.0,3.0
2653,23205,524,236,530,250,False,527.0,243.0,
