frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
624,160,401,405,417,421,False,409.0,413.0,0.0
624,1904,301,382,311,394,False,306.0,388.0,8.06225774829855
624,2684,520,38,529,52,False,524.5,45.0,0.1
624,2893,543,68,556,92,False,549.5,80.0,0.0
624,2934,50,290,71,314,False,60.5,302.0,2.71773705029685
624,3376,507,73,522,92,False,514.5,82.5,3.07268713832046
624,3580,256,303,278,315,False,267.0,309.0,2.46132078364442
624,3849,161,50,180,70,False,170.5,60.0,2.30488611432322
624,3897,540,60,551,83,False,545.5,71.5,1.0
624,3920,474,433,484,457,False,479.0,445.0,2.69258240356725
624,4001,313,342,324,369,False,318.5,355.5,3.6566651473713
624,4224,221,209,245,227,False,233.0,218.0,8.0156097709407
624,4286,348,244,369,259,False,358.5,251.5,0.5
624,4328,15,190,33,198,False,24.0,194.0,0.0
624,4359,158,191,171,215,False,164.5,203.0,1.80277563773199
624,4504,63,199,81,218,False,72.0,208.5,4.37816940592056
624,4536,507,322,524,343,False,515.5,332.5,4.47213595499958
624,4549,0,321,25,331,False,12.5,326.0,6.8303195610544
624,4609,386,336,408,345,False,397.0,340.5,5.02493781056044
624,4618,516,84,510,73,False,513.0,78.5,2.18978055724515
624,4647,521,343,528,363,False,524.5,353.0,2.5
624,4651,461,252,482,271,False,471.5,261.5,2.9979296484026
624,4702,509,167,526,187,False,517.5,177.0,2.68481879334994
624,4761,350,243,368,259,False,359.0,251.0,0.0
624,4817,395,291,405,313,False,400.0,302.0,1.58113883008419
624,4858,383,320,401,343,False,392.0,331.5,3.20156211871642
624,4881,61,156,72,178,False,66.5,167.0,2.69258240356725
624,4898,140,81,163,99,False,151.5,90.0,8.37400543002862
624,4924,488,78,500,97,False,494.0,87.5,5.8309518948453
624,4952,497,279,517,288,False,507.0,283.5,12.6589889011722
624,4957,19,209,36,231,False,27.5,220.0,1.52069063257455
624,4961,237,244,257,267,False,247.0,255.5,13.6014705087354
624,4972,475,391,493,411,False,484.0,401.0,7.21110255092798
624,4973,14,194,23,218,False,18.5,206.0,8.0156097709407
624,4978,447,251,489,264,False,468.0,257.5,3.5
624,4984,34,242,57,248,False,45.5,245.0,2.70185121722126
624,4998,221,211,235,231,False,228.0,221.0,3.90512483795333
624,5008,146,86,173,104,False,159.5,95.0,5.0
624,5018,496,67,518,84,False,507.0,75.5,3.60555127546399
624,5021,164,9,185,17,False,174.5,13.0,3.5
624,5023,3,321,13,332,False,8.0,326.5,0.5
624,5028,24,238,51,249,False,37.5,243.5,6.02079728939615
