frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
1999,12184,397,400,411,418,False,404.0,409.0,0.5
1999,14263,358,56,373,66,False,365.5,61.0,0.0
1999,14532,511,112,521,138,False,516.0,125.0,7.0
1999,15125,291,377,302,397,False,296.5,387.0,2.4682900196901
1999,15403,0,188,12,209,False,6.0,198.5,2.0
1999,15519,375,407,387,431,False,381.0,419.0,5.1478150704935
1999,16268,395,240,413,259,False,404.0,249.5,0.0
1999,16377,427,269,446,281,False,436.5,275.0,5.09901951359278
1999,16388,20,296,44,315,False,32.0,305.5,3.64005494464026
1999,16827,455,415,467,435,False,461.0,425.0,2.82871572503517
1999,16859,4,191,26,213,False,15.0,202.0,1.0
1999,16888,482,44,492,65,False,487.0,54.5,2.06155281280883
1999,16910,313,176,328,188,False,320.5,182.0,4.92442890089805
1999,16978,131,278,155,291,False,143.0,284.5,5.02493781056044
1999,17099,341,445,367,455,False,354.0,450.0,2.12132034355964
1999,17147,510,172,518,191,False,514.0,181.5,6.62117814289874
1999,17213,428,446,438,473,False,433.0,459.5,5.09901951359278
1999,17234,457,68,468,91,False,462.5,79.5,2.69258240356725
1999,17254,127,273,153,286,False,140.0,279.5,6.0
1999,17262,470,56,489,69,False,479.5,62.5,1.58113883008419
1999,17320,410,131,427,152,False,418.5,141.5,9.9247166206396
1999,17353,142,244,155,271,False,148.5,257.5,6.5
1999,17380,318,255,354,269,False,336.0,262.0,5.59016994374947
1999,17389,450,78,471,87,False,460.5,82.5,0.0
1999,17391,482,78,503,95,False,492.5,86.5,6.80073525436772
1999,17395,12,364,27,372,False,19.5,368.0,7.5
1999,17396,357,290,374,301,False,365.5,295.5,5.3851648071345
1999,17398,467,193,496,206,False,481.5,199.5,9.48683298050514
