frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
2066,12184,398,402,411,419,False,404.5,410.5,0.25
2066,14263,356,56,375,66,False,365.5,61.0,0.0833333333333333
2066,15730,359,157,374,163,False,366.5,160.0,0.14142135623731
2066,15941,356,158,369,165,False,362.5,161.5,0.0
2066,16146,488,242,498,261,False,493.0,251.5,2.71855339185728
2066,16211,507,388,517,403,False,512.0,395.5,1.70018381359193
2066,17236,361,260,373,288,False,367.0,274.0,5.35671955999607
2066,17766,359,364,374,385,False,366.5,374.5,5.89623820753538
2066,17837,257,173,270,197,False,263.5,185.0,5.02493781056044
2066,17847,212,191,225,221,False,218.5,206.0,4.47213595499958
2066,17861,484,244,498,260,False,491.0,252.0,2.23606797749979
2066,17874,23,173,41,188,False,32.0,180.5,0.707106781186548
2066,17920,24,107,40,132,False,32.0,119.5,5.09901951359278
2066,17923,89,51,114,63,False,101.5,57.0,1.11803398874989
2066,17927,17,299,39,317,False,28.0,308.0,6.02079728939615
2066,17931,194,175,216,185,False,205.0,180.0,9.01387818865997
2066,17936,79,106,107,121,False,93.0,113.5,2.23606797749979
2066,17944,173,102,194,117,False,183.5,109.5,6.10327780786685
2066,17951,63,92,82,109,False,72.5,100.5,6.51920240520265
2066,17954,360,251,370,278,False,365.0,264.5,4.03112887414927
2066,17958,218,139,246,156,False,232.0,147.5,8.32165848854662
2066,17966,439,300,452,310,False,445.5,305.0,3.80788655293195
