frame,ID,xmin,ymin,xmax,ymax,remove,x,y,velocity
3854,30032,465,45,480,54,False,472.5,49.5,0.0
3854,30490,471,44,490,53,False,480.5,48.5,0.5
3854,30549,355,154,370,164,False,362.5,159.0,0.5
3854,31295,463,45,481,54,False,472.0,49.5,1.11803398874989
3854,31304,21,353,32,372,False,26.5,362.5,2.5
3854,31567,338,395,351,423,False,344.5,409.0,4.60977222864644
3854,31588,524,278,538,298,False,531.0,288.0,1.00370893640192
3854,31595,84,343,105,351,False,94.5,347.0,10.6066017177982
3854,31630,162,84,175,109,False,168.5,96.5,8.73212459828649
3854,31632,45,205,65,230,False,55.0,217.5,4.92442890089805
3854,31641,96,81,117,101,False,106.5,91.0,3.53553390593274
3854,31695,410,391,420,417,False,415.0,404.0,7.15891053163818
3854,31730,473,174,489,194,False,481.0,184.0,5.1478150704935
3854,31766,230,166,250,176,False,240.0,171.0,9.12414379544733
3854,31767,301,147,321,156,False,311.0,151.5,5.59016994374947
3854,31770,479,54,489,73,False,484.0,63.5,3.80788655293195
3854,31778,428,393,453,405,False,440.5,399.0,2.12132034355964
